group,subject_id,condition,beat_number,elapsed_sec,relative_sec,relative_min,normalized_position,heart_rate_bpm,recording_duration_sec
metronomic_breathing,M6,baseline,124,120.044,118.732,1.979,0.1988,65.79,597.3
metronomic_breathing,M6,baseline,127,122.744,121.432,2.024,0.2033,65.5,597.3
metronomic_breathing,M6,baseline,130,125.472,124.16,2.069,0.2079,71.09,597.3
metronomic_breathing,M6,baseline,133,128.208,126.896,2.115,0.2125,60.73,597.3
metronomic_breathing,M6,baseline,136,131.068,129.756,2.163,0.2172,63.29,597.3
metronomic_breathing,M6,baseline,139,133.944,132.632,2.211,0.2221,64.38,597.3
metronomic_breathing,M6,baseline,142,136.792,135.48,2.258,0.2268,60.73,597.3
metronomic_breathing,M6,baseline,145,139.68,138.368,2.306,0.2317,61.22,597.3
metronomic_breathing,M6,baseline,148,142.6,141.288,2.355,0.2365,62.5,597.3
metronomic_breathing,M6,baseline,151,145.524,144.212,2.404,0.2414,60.48,597.3
metronomic_breathing,M6,baseline,154,148.436,147.124,2.452,0.2463,64.38,597.3
metronomic_breathing,M6,baseline,157,151.268,149.956,2.499,0.2511,64.66,597.3
metronomic_breathing,M6,baseline,160,154.1,152.788,2.546,0.2558,63.03,597.3
metronomic_breathing,M6,baseline,163,156.928,155.616,2.594,0.2605,61.73,597.3
metronomic_breathing,M6,baseline,166,159.836,158.524,2.642,0.2654,61.22,597.3
metronomic_breathing,M6,baseline,169,162.772,161.46,2.691,0.2703,62.24,597.3
metronomic_breathing,M6,baseline,172,165.692,164.38,2.74,0.2752,58.82,597.3
metronomic_breathing,M6,baseline,175,168.732,167.42,2.79,0.2803,59.52,597.3
metronomic_breathing,M6,baseline,178,171.8,170.488,2.841,0.2854,61.22,597.3
metronomic_breathing,M6,baseline,181,174.74,173.428,2.89,0.2904,60.73,597.3
metronomic_breathing,M6,baseline,184,177.624,176.312,2.939,0.2952,61.73,597.3
metronomic_breathing,M6,baseline,187,180.472,179.16,2.986,0.3,60.98,597.3
metronomic_breathing,M6,baseline,190,183.384,182.072,3.035,0.3048,66.37,597.3
metronomic_breathing,M6,baseline,193,186.216,184.904,3.082,0.3096,60.0,597.3
metronomic_breathing,M6,baseline,196,189.148,187.836,3.131,0.3145,60.0,597.3
metronomic_breathing,M6,baseline,199,192.04,190.728,3.179,0.3193,60.98,597.3
metronomic_breathing,M6,baseline,202,194.976,193.664,3.228,0.3242,60.98,597.3
metronomic_breathing,M6,baseline,205,197.876,196.564,3.276,0.3291,60.0,597.3
metronomic_breathing,M6,baseline,208,200.804,199.492,3.325,0.334,60.98,597.3
metronomic_breathing,M6,baseline,211,203.728,202.416,3.374,0.3389,64.1,597.3
metronomic_breathing,M6,baseline,214,206.672,205.36,3.423,0.3438,60.0,597.3
metronomic_breathing,M6,baseline,217,209.624,208.312,3.472,0.3488,58.59,597.3
metronomic_breathing,M6,baseline,220,212.604,211.292,3.522,0.3537,58.82,597.3
metronomic_breathing,M6,baseline,223,215.68,214.368,3.573,0.3589,61.98,597.3
metronomic_breathing,M6,baseline,226,218.7,217.388,3.623,0.364,56.6,597.3
metronomic_breathing,M6,baseline,229,221.88,220.568,3.676,0.3693,61.73,597.3
metronomic_breathing,M6,baseline,232,224.928,223.616,3.727,0.3744,59.06,597.3
metronomic_breathing,M6,baseline,235,227.9,226.588,3.776,0.3794,60.98,597.3
metronomic_breathing,M6,baseline,238,230.816,229.504,3.825,0.3842,59.52,597.3
metronomic_breathing,M6,baseline,241,233.752,232.44,3.874,0.3892,64.1,597.3
metronomic_breathing,M6,baseline,244,236.596,235.284,3.921,0.3939,65.5,597.3
metronomic_breathing,M6,baseline,247,239.408,238.096,3.968,0.3986,61.22,597.3
metronomic_breathing,M6,baseline,250,242.232,240.92,4.015,0.4034,63.56,597.3
metronomic_breathing,M6,baseline,253,245.116,243.804,4.063,0.4082,65.22,597.3
metronomic_breathing,M6,baseline,256,247.96,246.648,4.111,0.4129,60.98,597.3
metronomic_breathing,M6,baseline,259,250.82,249.508,4.158,0.4177,60.48,597.3
metronomic_breathing,M6,baseline,262,253.772,252.46,4.208,0.4227,63.29,597.3
metronomic_breathing,M6,baseline,265,256.724,255.412,4.257,0.4276,59.52,597.3
metronomic_breathing,M6,baseline,268,259.664,258.352,4.306,0.4325,60.0,597.3
metronomic_breathing,M6,baseline,271,262.584,261.272,4.355,0.4374,59.52,597.3
metronomic_breathing,M6,baseline,274,265.664,264.352,4.406,0.4426,57.92,597.3
metronomic_breathing,M6,baseline,277,268.692,267.38,4.456,0.4477,58.37,597.3
metronomic_breathing,M6,baseline,280,271.616,270.304,4.505,0.4525,61.22,597.3
metronomic_breathing,M6,baseline,283,274.576,273.264,4.554,0.4575,66.08,597.3
metronomic_breathing,M6,baseline,286,277.444,276.132,4.602,0.4623,61.22,597.3
metronomic_breathing,M6,baseline,289,280.344,279.032,4.651,0.4672,60.98,597.3
metronomic_breathing,M6,baseline,292,283.228,281.916,4.699,0.472,60.48,597.3
metronomic_breathing,M6,baseline,295,286.184,284.872,4.748,0.4769,65.22,597.3
metronomic_breathing,M6,baseline,298,289.044,287.732,4.796,0.4817,62.5,597.3
metronomic_breathing,M6,baseline,301,291.872,290.56,4.843,0.4865,62.24,597.3
metronomic_breathing,M6,baseline,304,294.748,293.436,4.891,0.4913,64.1,597.3
metronomic_breathing,M6,baseline,307,297.64,296.328,4.939,0.4961,62.24,597.3
metronomic_breathing,M6,baseline,310,300.592,299.28,4.988,0.5011,58.82,597.3
metronomic_breathing,M6,baseline,313,303.568,302.256,5.038,0.506,60.0,597.3
metronomic_breathing,M6,baseline,316,306.536,305.224,5.087,0.511,66.67,597.3
metronomic_breathing,M6,baseline,319,309.284,307.972,5.133,0.5156,61.98,597.3
metronomic_breathing,M6,baseline,322,312.24,310.928,5.182,0.5206,64.1,597.3
metronomic_breathing,M6,baseline,325,315.136,313.824,5.23,0.5254,60.0,597.3
metronomic_breathing,M6,baseline,328,318.084,316.772,5.28,0.5303,60.48,597.3
metronomic_breathing,M6,baseline,331,321.004,319.692,5.328,0.5352,61.98,597.3
metronomic_breathing,M6,baseline,334,323.992,322.68,5.378,0.5402,64.38,597.3
metronomic_breathing,M6,baseline,337,326.948,325.636,5.427,0.5452,59.29,597.3
metronomic_breathing,M6,baseline,340,329.92,328.608,5.477,0.5502,58.37,597.3
metronomic_breathing,M6,baseline,343,332.96,331.648,5.527,0.5552,58.82,597.3
metronomic_breathing,M6,baseline,346,336.044,334.732,5.579,0.5604,60.98,597.3
metronomic_breathing,M6,baseline,349,339.04,337.728,5.629,0.5654,58.82,597.3
metronomic_breathing,M6,baseline,352,342.036,340.724,5.679,0.5704,57.47,597.3
metronomic_breathing,M6,baseline,355,345.04,343.728,5.729,0.5755,59.29,597.3
metronomic_breathing,M6,baseline,358,348.092,346.78,5.78,0.5806,62.5,597.3
metronomic_breathing,M6,baseline,361,351.064,349.752,5.829,0.5856,60.98,597.3
metronomic_breathing,M6,baseline,364,353.964,352.652,5.878,0.5904,60.0,597.3
metronomic_breathing,M6,baseline,367,356.98,355.668,5.928,0.5955,63.03,597.3
metronomic_breathing,M6,baseline,370,359.904,358.592,5.977,0.6004,60.0,597.3
metronomic_breathing,M6,baseline,373,362.84,361.528,6.025,0.6053,61.48,597.3
metronomic_breathing,M6,baseline,376,365.752,364.44,6.074,0.6101,64.1,597.3
metronomic_breathing,M6,baseline,379,368.644,367.332,6.122,0.615,60.98,597.3
metronomic_breathing,M6,baseline,382,371.596,370.284,6.171,0.6199,61.22,597.3
metronomic_breathing,M6,baseline,385,374.484,373.172,6.22,0.6248,59.29,597.3
metronomic_breathing,M6,baseline,388,377.468,376.156,6.269,0.6298,63.03,597.3
metronomic_breathing,M6,baseline,391,380.38,379.068,6.318,0.6346,63.29,597.3
metronomic_breathing,M6,baseline,394,383.216,381.904,6.365,0.6394,62.5,597.3
metronomic_breathing,M6,baseline,397,386.096,384.784,6.413,0.6442,63.29,597.3
metronomic_breathing,M6,baseline,400,388.968,387.656,6.461,0.649,62.76,597.3
metronomic_breathing,M6,baseline,403,391.792,390.48,6.508,0.6537,63.83,597.3
metronomic_breathing,M6,baseline,406,394.556,393.244,6.554,0.6584,69.12,597.3
metronomic_breathing,M6,baseline,409,397.3,395.988,6.6,0.663,66.08,597.3
metronomic_breathing,M6,baseline,412,399.864,398.552,6.643,0.6673,63.03,597.3
metronomic_breathing,M6,baseline,415,402.692,401.38,6.69,0.672,61.98,597.3
metronomic_breathing,M6,baseline,418,405.508,404.196,6.737,0.6767,61.22,597.3
metronomic_breathing,M6,baseline,421,408.38,407.068,6.784,0.6815,64.38,597.3
metronomic_breathing,M6,baseline,424,411.272,409.96,6.833,0.6864,66.37,597.3
metronomic_breathing,M6,baseline,427,414.14,412.828,6.88,0.6912,60.48,597.3
metronomic_breathing,M6,baseline,430,416.904,415.592,6.927,0.6958,62.24,597.3
metronomic_breathing,M6,baseline,433,419.824,418.512,6.975,0.7007,62.24,597.3
metronomic_breathing,M6,baseline,436,422.808,421.496,7.025,0.7057,59.06,597.3
metronomic_breathing,M6,baseline,439,425.848,424.536,7.076,0.7108,56.82,597.3
metronomic_breathing,M6,baseline,442,428.948,427.636,7.127,0.716,56.82,597.3
metronomic_breathing,M6,baseline,445,432.144,430.832,7.181,0.7213,60.98,597.3
metronomic_breathing,M6,baseline,448,435.268,433.956,7.233,0.7265,57.03,597.3
metronomic_breathing,M6,baseline,451,438.348,437.036,7.284,0.7317,57.47,597.3
metronomic_breathing,M6,baseline,454,441.436,440.124,7.335,0.7369,58.82,597.3
metronomic_breathing,M6,baseline,457,444.504,443.192,7.387,0.742,59.06,597.3
metronomic_breathing,M6,baseline,460,447.616,446.304,7.438,0.7472,61.22,597.3
metronomic_breathing,M6,baseline,463,450.592,449.28,7.488,0.7522,59.06,597.3
metronomic_breathing,M6,baseline,466,453.544,452.232,7.537,0.7571,59.06,597.3
metronomic_breathing,M6,baseline,469,456.52,455.208,7.587,0.7621,59.52,597.3
metronomic_breathing,M6,baseline,472,459.58,458.268,7.638,0.7672,60.73,597.3
metronomic_breathing,M6,baseline,475,462.564,461.252,7.688,0.7722,60.48,597.3
metronomic_breathing,M6,baseline,478,465.508,464.196,7.737,0.7772,60.98,597.3
metronomic_breathing,M6,baseline,481,468.492,467.18,7.786,0.7822,64.66,597.3
metronomic_breathing,M6,baseline,484,471.404,470.092,7.835,0.787,62.24,597.3
metronomic_breathing,M6,baseline,487,474.348,473.036,7.884,0.792,60.98,597.3
metronomic_breathing,M6,baseline,490,477.24,475.928,7.932,0.7968,64.38,597.3
metronomic_breathing,M6,baseline,493,480.008,478.696,7.978,0.8014,68.81,597.3
metronomic_breathing,M6,baseline,496,482.664,481.352,8.023,0.8059,63.29,597.3
metronomic_breathing,M6,baseline,499,485.532,484.22,8.07,0.8107,61.98,597.3
metronomic_breathing,M6,baseline,502,488.44,487.128,8.119,0.8156,61.22,597.3
metronomic_breathing,M6,baseline,505,491.296,489.984,8.166,0.8203,60.24,597.3
metronomic_breathing,M6,baseline,508,494.248,492.936,8.216,0.8253,59.76,597.3
metronomic_breathing,M6,baseline,511,497.26,495.948,8.266,0.8303,60.0,597.3
metronomic_breathing,M6,baseline,514,500.304,498.992,8.317,0.8354,64.1,597.3
metronomic_breathing,M6,baseline,517,503.264,501.952,8.366,0.8404,58.14,597.3
metronomic_breathing,M6,baseline,520,506.232,504.92,8.415,0.8453,57.92,597.3
metronomic_breathing,M6,baseline,523,509.328,508.016,8.467,0.8505,59.06,597.3
metronomic_breathing,M6,baseline,526,512.384,511.072,8.518,0.8556,59.76,597.3
metronomic_breathing,M6,baseline,529,515.344,514.032,8.567,0.8606,61.98,597.3
metronomic_breathing,M6,baseline,532,518.256,516.944,8.616,0.8655,63.56,597.3
metronomic_breathing,M6,baseline,535,521.116,519.804,8.663,0.8703,62.24,597.3
metronomic_breathing,M6,baseline,538,523.948,522.636,8.711,0.875,61.48,597.3
metronomic_breathing,M6,baseline,541,526.904,525.592,8.76,0.88,63.83,597.3
metronomic_breathing,M6,baseline,544,529.824,528.512,8.809,0.8848,62.5,597.3
metronomic_breathing,M6,baseline,547,532.724,531.412,8.857,0.8897,61.48,597.3
metronomic_breathing,M6,baseline,550,535.556,534.244,8.904,0.8944,63.29,597.3
metronomic_breathing,M6,baseline,553,538.42,537.108,8.952,0.8992,65.22,597.3
metronomic_breathing,M6,baseline,556,541.256,539.944,8.999,0.904,63.29,597.3
metronomic_breathing,M6,baseline,559,544.092,542.78,9.046,0.9087,62.76,597.3
metronomic_breathing,M6,baseline,562,546.884,545.572,9.093,0.9134,65.79,597.3
metronomic_breathing,M6,baseline,565,549.648,548.336,9.139,0.918,61.22,597.3
metronomic_breathing,M6,baseline,568,552.52,551.208,9.187,0.9228,60.24,597.3
metronomic_breathing,M6,baseline,571,555.452,554.14,9.236,0.9277,58.37,597.3
metronomic_breathing,M6,baseline,574,558.36,557.048,9.284,0.9326,67.26,597.3
metronomic_breathing,M6,baseline,577,561.152,559.84,9.331,0.9373,60.48,597.3
metronomic_breathing,M6,baseline,580,564.144,562.832,9.381,0.9423,60.48,597.3
metronomic_breathing,M6,baseline,583,567.16,565.848,9.431,0.9473,59.29,597.3
metronomic_breathing,M6,baseline,586,570.228,568.916,9.482,0.9525,57.92,597.3
metronomic_breathing,M6,baseline,589,573.132,571.82,9.53,0.9573,60.98,597.3
metronomic_breathing,M6,baseline,592,576.016,574.704,9.578,0.9622,67.87,597.3
metronomic_breathing,M6,baseline,595,578.856,577.544,9.626,0.9669,62.76,597.3
metronomic_breathing,M6,baseline,598,581.748,580.436,9.674,0.9718,59.52,597.3
metronomic_breathing,M6,baseline,601,584.744,583.432,9.724,0.9768,58.14,597.3
metronomic_breathing,M6,baseline,604,587.824,586.512,9.775,0.9819,60.73,597.3
metronomic_breathing,M6,baseline,607,590.788,589.476,9.825,0.9869,59.76,597.3
metronomic_breathing,M6,baseline,610,593.744,592.432,9.874,0.9919,59.06,597.3
metronomic_breathing,M6,baseline,613,596.716,595.404,9.923,0.9968,64.38,597.3
metronomic_breathing,M7,baseline,1,2.028,0.0,0.0,0.0,43.1,596.0
metronomic_breathing,M7,baseline,3,4.752,2.724,0.045,0.0046,44.25,596.0
metronomic_breathing,M7,baseline,5,7.144,5.116,0.085,0.0086,48.86,596.0
metronomic_breathing,M7,baseline,7,9.756,7.728,0.129,0.013,44.78,596.0
metronomic_breathing,M7,baseline,9,12.436,10.408,0.173,0.0175,42.61,596.0
metronomic_breathing,M7,baseline,11,15.192,13.164,0.219,0.0221,43.1,596.0
metronomic_breathing,M7,baseline,13,17.792,15.764,0.263,0.0265,45.59,596.0
metronomic_breathing,M7,baseline,15,20.376,18.348,0.306,0.0308,48.08,596.0
metronomic_breathing,M7,baseline,17,22.996,20.968,0.349,0.0352,50.0,596.0
metronomic_breathing,M7,baseline,19,25.496,23.468,0.391,0.0394,44.38,596.0
metronomic_breathing,M7,baseline,21,28.056,26.028,0.434,0.0437,45.87,596.0
metronomic_breathing,M7,baseline,23,30.72,28.692,0.478,0.0481,49.34,596.0
metronomic_breathing,M7,baseline,25,33.188,31.16,0.519,0.0523,43.73,596.0
metronomic_breathing,M7,baseline,27,35.816,33.788,0.563,0.0567,44.78,596.0
metronomic_breathing,M7,baseline,29,38.384,36.356,0.606,0.061,47.47,596.0
metronomic_breathing,M7,baseline,31,40.948,38.92,0.649,0.0653,47.02,596.0
metronomic_breathing,M7,baseline,33,43.552,41.524,0.692,0.0697,52.82,596.0
metronomic_breathing,M7,baseline,35,45.888,43.86,0.731,0.0736,45.45,596.0
metronomic_breathing,M7,baseline,37,48.408,46.38,0.773,0.0778,50.85,596.0
metronomic_breathing,M7,baseline,39,50.908,48.88,0.815,0.082,48.39,596.0
metronomic_breathing,M7,baseline,41,53.304,51.276,0.855,0.086,45.32,596.0
metronomic_breathing,M7,baseline,43,55.924,53.896,0.898,0.0904,52.82,596.0
metronomic_breathing,M7,baseline,45,58.4,56.372,0.94,0.0946,43.48,596.0
metronomic_breathing,M7,baseline,47,61.004,58.976,0.983,0.099,44.64,596.0
metronomic_breathing,M7,baseline,49,63.724,61.696,1.028,0.1035,49.67,596.0
metronomic_breathing,M7,baseline,51,66.196,64.168,1.069,0.1077,42.73,596.0
metronomic_breathing,M7,baseline,53,68.856,66.828,1.114,0.1121,47.47,596.0
metronomic_breathing,M7,baseline,55,71.484,69.456,1.158,0.1165,45.59,596.0
metronomic_breathing,M7,baseline,57,74.1,72.072,1.201,0.1209,43.35,596.0
metronomic_breathing,M7,baseline,59,76.872,74.844,1.247,0.1256,49.67,596.0
metronomic_breathing,M7,baseline,61,79.436,77.408,1.29,0.1299,43.99,596.0
metronomic_breathing,M7,baseline,63,82.012,79.984,1.333,0.1342,45.05,596.0
metronomic_breathing,M7,baseline,65,84.744,82.716,1.379,0.1388,49.34,596.0
metronomic_breathing,M7,baseline,67,87.32,85.292,1.422,0.1431,42.73,596.0
metronomic_breathing,M7,baseline,69,89.96,87.932,1.466,0.1475,44.51,596.0
metronomic_breathing,M7,baseline,71,92.692,90.664,1.511,0.1521,50.51,596.0
metronomic_breathing,M7,baseline,73,95.14,93.112,1.552,0.1562,42.73,596.0
metronomic_breathing,M7,baseline,75,97.808,95.78,1.596,0.1607,47.92,596.0
metronomic_breathing,M7,baseline,77,100.476,98.448,1.641,0.1652,44.64,596.0
metronomic_breathing,M7,baseline,79,103.112,101.084,1.685,0.1696,42.49,596.0
metronomic_breathing,M7,baseline,81,105.856,103.828,1.73,0.1742,48.54,596.0
metronomic_breathing,M7,baseline,83,108.476,106.448,1.774,0.1786,44.51,596.0
metronomic_breathing,M7,baseline,85,111.04,109.012,1.817,0.1829,42.98,596.0
metronomic_breathing,M7,baseline,87,113.8,111.772,1.863,0.1875,48.86,596.0
metronomic_breathing,M7,baseline,89,116.384,114.356,1.906,0.1919,42.86,596.0
metronomic_breathing,M7,baseline,91,119.04,117.012,1.95,0.1963,44.78,596.0
metronomic_breathing,M7,baseline,93,121.796,119.768,1.996,0.201,49.02,596.0
metronomic_breathing,M7,baseline,95,124.328,122.3,2.038,0.2052,43.23,596.0
metronomic_breathing,M7,baseline,97,126.956,124.928,2.082,0.2096,46.88,596.0
metronomic_breathing,M7,baseline,99,129.672,127.644,2.127,0.2142,47.62,596.0
metronomic_breathing,M7,baseline,101,132.228,130.2,2.17,0.2185,42.61,596.0
metronomic_breathing,M7,baseline,103,134.888,132.86,2.214,0.2229,47.47,596.0
metronomic_breathing,M7,baseline,105,137.568,135.54,2.259,0.2274,47.62,596.0
metronomic_breathing,M7,baseline,107,140.18,138.152,2.303,0.2318,43.6,596.0
metronomic_breathing,M7,baseline,109,142.768,140.74,2.346,0.2361,45.45,596.0
metronomic_breathing,M7,baseline,111,145.488,143.46,2.391,0.2407,48.23,596.0
metronomic_breathing,M7,baseline,113,148.02,145.992,2.433,0.245,43.6,596.0
metronomic_breathing,M7,baseline,115,150.752,148.724,2.479,0.2495,50.85,596.0
metronomic_breathing,M7,baseline,117,153.244,151.216,2.52,0.2537,43.23,596.0
metronomic_breathing,M7,baseline,119,155.856,153.828,2.564,0.2581,47.92,596.0
metronomic_breathing,M7,baseline,121,158.488,156.46,2.608,0.2625,48.08,596.0
metronomic_breathing,M7,baseline,123,160.944,158.916,2.649,0.2666,44.38,596.0
metronomic_breathing,M7,baseline,125,163.56,161.532,2.692,0.271,53.38,596.0
metronomic_breathing,M7,baseline,127,165.996,163.968,2.733,0.2751,43.48,596.0
metronomic_breathing,M7,baseline,129,168.608,166.58,2.776,0.2795,44.51,596.0
metronomic_breathing,M7,baseline,131,171.264,169.236,2.821,0.284,49.34,596.0
metronomic_breathing,M7,baseline,133,173.836,171.808,2.863,0.2883,42.25,596.0
metronomic_breathing,M7,baseline,135,176.492,174.464,2.908,0.2927,52.26,596.0
metronomic_breathing,M7,baseline,137,178.952,176.924,2.949,0.2969,46.01,596.0
metronomic_breathing,M7,baseline,139,181.428,179.4,2.99,0.301,47.02,596.0
metronomic_breathing,M7,baseline,141,184.064,182.036,3.034,0.3054,51.02,596.0
metronomic_breathing,M7,baseline,143,186.492,184.464,3.074,0.3095,43.99,596.0
metronomic_breathing,M7,baseline,145,189.068,187.04,3.117,0.3138,46.44,596.0
metronomic_breathing,M7,baseline,147,191.76,189.732,3.162,0.3184,48.7,596.0
metronomic_breathing,M7,baseline,149,194.28,192.252,3.204,0.3226,44.38,596.0
metronomic_breathing,M7,baseline,151,196.84,194.812,3.247,0.3269,49.67,596.0
metronomic_breathing,M7,baseline,153,199.404,197.376,3.29,0.3312,46.73,596.0
metronomic_breathing,M7,baseline,155,201.888,199.86,3.331,0.3353,45.05,596.0
metronomic_breathing,M7,baseline,157,204.496,202.468,3.374,0.3397,50.51,596.0
metronomic_breathing,M7,baseline,159,207.0,204.972,3.416,0.3439,44.78,596.0
metronomic_breathing,M7,baseline,161,209.56,207.532,3.459,0.3482,53.38,596.0
metronomic_breathing,M7,baseline,163,212.016,209.988,3.5,0.3523,46.73,596.0
metronomic_breathing,M7,baseline,165,214.532,212.504,3.542,0.3566,44.25,596.0
metronomic_breathing,M7,baseline,167,217.18,215.152,3.586,0.361,48.39,596.0
metronomic_breathing,M7,baseline,169,219.752,217.724,3.629,0.3653,46.15,596.0
metronomic_breathing,M7,baseline,171,222.256,220.228,3.67,0.3695,44.38,596.0
metronomic_breathing,M7,baseline,173,224.92,222.892,3.715,0.374,49.67,596.0
metronomic_breathing,M7,baseline,175,227.408,225.38,3.756,0.3782,43.73,596.0
metronomic_breathing,M7,baseline,177,229.976,227.948,3.799,0.3825,47.62,596.0
metronomic_breathing,M7,baseline,179,232.576,230.548,3.842,0.3868,49.18,596.0
metronomic_breathing,M7,baseline,181,235.056,233.028,3.884,0.391,45.18,596.0
metronomic_breathing,M7,baseline,183,237.572,235.544,3.926,0.3952,50.51,596.0
metronomic_breathing,M7,baseline,185,240.104,238.076,3.968,0.3995,47.47,596.0
metronomic_breathing,M7,baseline,187,242.68,240.652,4.011,0.4038,50.51,596.0
metronomic_breathing,M7,baseline,189,245.148,243.12,4.052,0.4079,45.18,596.0
metronomic_breathing,M7,baseline,191,247.644,245.616,4.094,0.4121,44.51,596.0
metronomic_breathing,M7,baseline,193,250.332,248.304,4.138,0.4166,52.08,596.0
metronomic_breathing,M7,baseline,195,252.812,250.784,4.18,0.4208,43.23,596.0
metronomic_breathing,M7,baseline,197,255.36,253.332,4.222,0.4251,45.45,596.0
metronomic_breathing,M7,baseline,199,258.064,256.036,4.267,0.4296,49.83,596.0
metronomic_breathing,M7,baseline,201,260.596,258.568,4.309,0.4339,43.35,596.0
metronomic_breathing,M7,baseline,203,263.22,261.192,4.353,0.4383,49.83,596.0
metronomic_breathing,M7,baseline,205,265.796,263.768,4.396,0.4426,48.86,596.0
metronomic_breathing,M7,baseline,207,268.3,266.272,4.438,0.4468,48.7,596.0
metronomic_breathing,M7,baseline,209,270.844,268.816,4.48,0.451,47.92,596.0
metronomic_breathing,M7,baseline,211,273.456,271.428,4.524,0.4554,44.78,596.0
metronomic_breathing,M7,baseline,213,276.036,274.008,4.567,0.4598,44.25,596.0
metronomic_breathing,M7,baseline,215,278.656,276.628,4.61,0.4642,48.54,596.0
metronomic_breathing,M7,baseline,217,281.248,279.22,4.654,0.4685,50.34,596.0
metronomic_breathing,M7,baseline,219,283.684,281.656,4.694,0.4726,44.78,596.0
metronomic_breathing,M7,baseline,221,286.356,284.328,4.739,0.4771,51.37,596.0
metronomic_breathing,M7,baseline,223,288.792,286.764,4.779,0.4812,44.12,596.0
metronomic_breathing,M7,baseline,225,291.4,289.372,4.823,0.4855,51.19,596.0
metronomic_breathing,M7,baseline,227,293.892,291.864,4.864,0.4897,47.62,596.0
metronomic_breathing,M7,baseline,229,296.4,294.372,4.906,0.4939,45.87,596.0
metronomic_breathing,M7,baseline,231,298.78,296.752,4.946,0.4979,45.87,596.0
metronomic_breathing,M7,baseline,233,301.172,299.144,4.986,0.5019,47.02,596.0
metronomic_breathing,M7,baseline,235,303.8,301.772,5.03,0.5063,53.38,596.0
metronomic_breathing,M7,baseline,237,306.188,304.16,5.069,0.5104,44.25,596.0
metronomic_breathing,M7,baseline,239,308.66,306.632,5.111,0.5145,49.34,596.0
metronomic_breathing,M7,baseline,241,311.272,309.244,5.154,0.5189,50.0,596.0
metronomic_breathing,M7,baseline,243,313.64,311.612,5.194,0.5229,44.91,596.0
metronomic_breathing,M7,baseline,245,316.212,314.184,5.236,0.5272,51.19,596.0
metronomic_breathing,M7,baseline,247,318.756,316.728,5.279,0.5314,48.23,596.0
metronomic_breathing,M7,baseline,249,321.152,319.124,5.319,0.5355,44.38,596.0
metronomic_breathing,M7,baseline,251,323.796,321.768,5.363,0.5399,53.57,596.0
metronomic_breathing,M7,baseline,253,326.256,324.228,5.404,0.544,43.23,596.0
metronomic_breathing,M7,baseline,255,328.828,326.8,5.447,0.5483,47.17,596.0
metronomic_breathing,M7,baseline,257,331.484,329.456,5.491,0.5528,48.7,596.0
metronomic_breathing,M7,baseline,259,333.864,331.836,5.531,0.5568,44.91,596.0
metronomic_breathing,M7,baseline,261,336.34,334.312,5.572,0.5609,48.54,596.0
metronomic_breathing,M7,baseline,263,338.896,336.868,5.614,0.5652,49.34,596.0
metronomic_breathing,M7,baseline,265,341.324,339.296,5.655,0.5693,51.19,596.0
metronomic_breathing,M7,baseline,267,343.844,341.816,5.697,0.5735,45.73,596.0
metronomic_breathing,M7,baseline,269,346.36,344.332,5.739,0.5778,46.44,596.0
metronomic_breathing,M7,baseline,271,348.984,346.956,5.783,0.5822,52.82,596.0
metronomic_breathing,M7,baseline,273,351.328,349.3,5.822,0.5861,47.92,596.0
metronomic_breathing,M7,baseline,275,353.768,351.74,5.862,0.5902,48.86,596.0
metronomic_breathing,M7,baseline,277,356.308,354.28,5.905,0.5944,48.08,596.0
metronomic_breathing,M7,baseline,279,358.828,356.8,5.947,0.5987,45.87,596.0
metronomic_breathing,M7,baseline,281,361.396,359.368,5.989,0.603,48.08,596.0
metronomic_breathing,M7,baseline,283,363.94,361.912,6.032,0.6073,47.02,596.0
metronomic_breathing,M7,baseline,285,366.444,364.416,6.074,0.6115,46.58,596.0
metronomic_breathing,M7,baseline,287,368.976,366.948,6.116,0.6157,50.85,596.0
metronomic_breathing,M7,baseline,289,371.396,369.368,6.156,0.6198,44.78,596.0
metronomic_breathing,M7,baseline,291,373.92,371.892,6.198,0.624,50.0,596.0
metronomic_breathing,M7,baseline,293,376.424,374.396,6.24,0.6282,51.9,596.0
metronomic_breathing,M7,baseline,295,378.716,376.688,6.278,0.632,46.44,596.0
metronomic_breathing,M7,baseline,297,381.284,379.256,6.321,0.6364,52.45,596.0
metronomic_breathing,M7,baseline,299,383.544,381.516,6.359,0.6401,46.44,596.0
metronomic_breathing,M7,baseline,301,386.152,384.124,6.402,0.6445,51.37,596.0
metronomic_breathing,M7,baseline,303,388.592,386.564,6.443,0.6486,45.05,596.0
metronomic_breathing,M7,baseline,305,391.12,389.092,6.485,0.6529,48.86,596.0
metronomic_breathing,M7,baseline,307,393.672,391.644,6.527,0.6571,52.82,596.0
metronomic_breathing,M7,baseline,309,396.096,394.068,6.568,0.6612,45.87,596.0
metronomic_breathing,M7,baseline,311,398.664,396.636,6.611,0.6655,45.87,596.0
metronomic_breathing,M7,baseline,313,401.124,399.096,6.652,0.6696,45.73,596.0
metronomic_breathing,M7,baseline,315,403.652,401.624,6.694,0.6739,45.59,596.0
metronomic_breathing,M7,baseline,317,406.308,404.28,6.738,0.6783,49.83,596.0
metronomic_breathing,M7,baseline,319,408.82,406.792,6.78,0.6826,44.12,596.0
metronomic_breathing,M7,baseline,321,411.424,409.396,6.823,0.6869,47.02,596.0
